Word,Translation,Level,Page
sensations,חדשות מרעישות,7,115
set up,"להרכיב, לארגן, לסדר",7,115
sheet,דף,7,115
sheet,סדין,7,115
sight,"ראייה, כוונת",7,115
sighting,"תצפית, מראה",7,115
silver,"כסף, כסוף",7,115
sink,כיור,7,115
sink,לשקוע,7,115
skin,עור,7,115
skinned,פשט עור,7,115
slander,"השמצה, להשמיץ",7,115
slight,"קל, מעט",7,115
"speak, spoke","לדבר, דיבר",7,115
speaker,דובר,7,115
spell,"כישוף, קסם",7,115
spell,"איות, לאיית",7,116
spend,"לבלות, להעביר",7,116
spend,"לבזבז, לפזר",7,116
spill,לשפוך,7,116
spot,כתם,7,116
spot,לזהות,7,116
sprang,נבע,7,116
stadium,אצטדיון,7,116
stark,"שומם, עזוב",7,116
stark,"בוטה, מוחלט, גמור",7,116
statue,פסל,7,116
steel,פלדה,7,116
stiff,נוקשה,7,116
storage,אחסון,7,116
strain,מתח נפשי,7,116
strain,"להתאמץ, למתוח, לנקוע",7,116
strength,חוזק,7,116
strengthen,לחזק,7,116
struggle,"מאבק, מאמץ",7,116
stuck,תקוע,7,116
suffer,לסבול,7,116
sundown,שקיעה,7,116
sunlight,אור יום,7,116
supreme,עליון,7,116
surprise,הפתעה,7,116
swing,"לנדנד, נדנדה",7,116
switch,מתג,7,116
switch,להחליף,7,116
symptom,סימפטום,7,116
tempt,לפתות,7,116
tend,נוטה,7,117
tender,רך,7,117
threaten,לאיים,7,117
tilt,"להטות, שיפוע",7,117
timid,ביישן,7,117
topic,נושא,7,117
tower,מגדל,7,117
toxic,רעיל,7,117
trace,"לעקוב, למצוא",7,117
trace,"סימן, ִעְק ָבה",7,117
"track ,","מסילה, מסלול",7,117
track,לעקוב,7,117
transform,לשנות צורה,7,117
translate,לתרגם,7,117
translator,מתרגם,7,117
transmit,לשדר,7,117
transmitter,משדר,7,117
transplant,לשתול,7,117
trap,מלכודת,7,117
triumph,ניצחון,7,117
tropical,טרופי,7,117
truth,אמת,7,117
tube,צינור,7,117
twist,"סיבוך, סיבוב",7,117
unconscious,מחוסר הכרה,7,117
unjust,לא צודק,7,117
vagueness,"עמימות, ערפול",7,117
vanish,להיעלם,7,117
vegetable,ירק,7,117
vegetarian,צמחוני,7,117
vehicle,כלי רכב,7,118
veracity,"יושר, הגינות",7,118
verdict,"פסק דין, פסיקה",7,118
voyage,מסע,7,118
want,לרצות,7,118
wanted,מבוקש,7,118
warmth,חום,7,118
wealth,עושר,7,118
welfare,סעד,7,118
wheat,חיטה,7,118
wildlife,חיות בר,7,118
wind,למתוח,7,118
wind,רוח,7,118
wing,כנף,7,118
withstand -,"להתמודד, לעמוד ב",7,118
abroad,"חו""ל",8,119
accomplices,שותף לדבר עבירה,8,119
acquitted,זוכה מאשמה,8,119
adhere -,"לדבוק ב -, לדגול ב",8,119
advocate,לייעץ,8,119
advocate,פרקליט,8,119
align,להסתדר בשורה,8,119
allowance,"דמי כיס, הקצבה",8,119
allusion,"אזכור, רמיזה",8,119
ample,"מספיק, שופע, גדול",8,119
amputation,קטיעה,8,119
amusement,שעשוע,8,119
anesthesia,הרדמה,8,119
annoy,להציק,8,119
appraise,"להעריך )שווי(, לאמוד",8,119
ark,תיבה,8,119
arrogant,"יהיר, שחצן",8,119
artifact,"חפץ, פריט אומנות",8,119
atrocity,זוועה,8,119
attire,לבוש,8,119
baffled,מבולבל,8,119
baggage,"מטען, מזוודה",8,119
bandage,תחבושת,8,119
barrier,מחסום,8,119
bashful,ביישן,8,119
bent,כופף,8,119
blend,לערבב,8,119
blur,"טשטוש, לטשטש",8,120
boil,להרתיח,8,120
bolster,לתמוך,8,120
boot,מגף,8,120
bore,"לשעמם, שעמום",8,120
bore (,לקדוח )חור,8,120
bury,לקבור,8,120
cabin,בקתה,8,120
ceremony,"טקס, מסכת",8,120
coal,פחם,8,120
command,"פקודה, לפקוד",8,120
commute,לנסוע בקביעות לעבודה,8,120
commute (,להמתיק )עונש,8,120
commute,"להחליף, להמיר",8,120
composed,הלחין,8,120
condense,לדחוס,8,120
condone,"לסלוח, למחול",8,120
congenial,"נעים, ידידותי",8,120
congenital,מולד,8,120
consolidate,"לאחד, לגבש",8,120
container,"מיכל, קונטיינר",8,120
contest,תחרות,8,120
contest,למחות,8,120
convict,להרשיע,8,120
convict,אסיר,8,120
cope,להתמודד,8,120
cord,מיתר,8,120
cornerstone,אבן פינה,8,120
crash,"להתנגש, התנגשות",8,120
credibility,"אמינות, מהימנות",8,120
crown,"כתר, להכתיר",8,121
cultivate,"לעבד, לטפח",8,121
curiosity,סקרנות,8,121
curious,סקרן,8,121
curve,"עקומה, פניה",8,121
damp,לח,8,121
dampen,לדכא,8,121
dare,"להעיז, תעוזה",8,121
dare,אתגר,8,121
daydream,לחלום בהקיץ,8,121
deaf,חרש,8,121
defer,"לעכב, לדחות",8,121
deflate -,להוציא אוויר מ,8,121
deform,לעוות,8,121
deformity,"מום, עיוות",8,121
delicate,עדין,8,121
demean,"להנמיך, להשפיל",8,121
department,מחלקה,8,121
department-store,חנות כלבו,8,121
deposit,"להפקיד, פיקדון",8,121
depreciate,להפחית,8,121
despise,לתעב,8,121
dessert,קינוח,8,121
devoid,"חסר, נטול",8,121
disdain,"זלזול, בוז",8,121
disgrace,בושה,8,121
disguise,תחפושת,8,121
disloyal,לא נאמן,8,121
disparagement,זלזול,8,121
dispatch,לשגר,8,121
displacement,עקירה,8,122
disseminate,להפיץ,8,122
docile,"צייתן, כנוע, נח",8,122
domestic,ביתי,8,122
donate,לתרום,8,122
donor,תורם,8,122
draw,"תיקו, שוויון",8,122
draw,לצייר,8,122
draw (drew),"לשלוף, שלף",8,122
drawback,"חסרון, עיכוב",8,122
drift,"זרם, סחף",8,122
eager,"נחוש, נלהב",8,122
embryo,עוּ ָבּר,8,122
engage,"להעסיק, ליצור מגע",8,122
engagement,התחייבות,8,122
engagement,אירוסין,8,122
enlist,להתגייס,8,122
enrage,"להרגיז, להכעיס",8,122
entertain,"לשעשע, לבדר",8,122
entertainment,בידור,8,122
entitled,זכאי,8,122
entrance,כניסה,8,122
envision,"לחזות, לצפות",8,122
esteemed,מכובד,8,122
exaggerate,להגזים,8,122
examination,"בחינה, בדיקה",8,122
examine,לבחון,8,122
excitement,התרגשות,8,122
exert,להפעיל,8,122
exert,להתאמץ,8,122
exhaust,"פליטה, צינור מפלט",8,123
exist,קיים,8,123
existence,קיום,8,123
expedite,לזרז,8,123
expend,"לגמור, לבזבז, לפזר",8,123
expendable,שניתן לוותר עליו,8,123
eyesight,"ראייה, כוונת",8,123
factory,"מפעל, בית חרושת",8,123
familiar,מוכר,8,123
familiarize,להתוודע,8,123
fascinate,לרתק,8,123
fertile,פורה,8,123
fetus (,עובר )ברחם,8,123
fiber,סיב,8,123
figurative,סמלי,8,123
finalize,"לסכם, לגבש",8,123
firm,מוצק,8,123
firm,"נחוש, תקיף",8,123
firm (,חברה )פירמה,8,123
flagrant,בוטה,8,123
flexible,גמיש,8,123
fluctuation,חוסר יציבות,8,123
fluency,שטף,8,123
fluent,שוטף,8,123
fluid,נוזל,8,123
footprints,"עקבות, טביעות רגל",8,123
foresee,לצפות מראש,8,123
fort,"מצודה, מבצר",8,123
fortify,"לחזק, לבצר",8,123
fragrance,ניחוח,8,123
"freeze, froze","להקפיא, הקפיא",8,124
fruit,פרי,8,124
fulfill,להגשים,8,124
garment,"בגד, לבוש",8,124
gasoline,בנזין,8,124
genre,"ז'אנר, סוגה",8,124
genus,"סוג, מין",8,124
giant,ענק,8,124
goblet,גביע,8,124
greet,"לברך, לקבל פנים",8,124
grief,"יגון, צער",8,124
grievance,"טרוניה, התמרמרות",8,124
growled,נהם,8,124
guarantee,"להבטיח, ערבות",8,124
halve,לחצות,8,124
harass,להציק,8,124
hasten,"למהר, להחפז",8,124
hasty,"מהיר, בהול",8,124
hatch (,לבקוע )מביצה,8,124
hatch,"פתח, צוהר",8,124
haul,לגרור,8,124
heed,לשים לב,8,124
hegemony,הגמוניה,8,124
height,גובה,8,124
heresy,כפירה,8,124
hibernate,לישון שנת חורף,8,124
hid from -,התחבא מ,8,124
hidden,"חבוי, נסתר",8,124
highway,כביש ראשי,8,124
hinder,לעכב,8,124
hint,רמז,8,125
historian,היסטוריון,8,125
hive,כוורת,8,125
horrific,ָאיוֹם,8,125
horror,אימה,8,125
hospitality,הכנסת אורחים,8,125
host,מארח,8,125
hostility,עוינות,8,125
hypocrisy,צביעות,8,125
idolize,להעריץ,8,125
ill,חולה,8,125
illuminate,להאיר,8,125
illusion,אשליה,8,125
imaginative,דמיוני,8,125
imitate,לחקות,8,125
implore,"להתחנן, להפציר",8,125
imply,לרמוז,8,125
imprisonment,"מאסר, כליאה",8,125
inadvertently,"בלי משים, בלי כוונה",8,125
incline,שיפוע,8,125
incline,להתאים,8,125
indebted,"חייב ל -, אסיר תודה",8,125
induce,"לגרום, לייצר",8,125
infancy,ינקות,8,125
inherit,לרשת,8,125
inhibit,לרסן,8,125
inject,להזריק,8,125
injury,פציעה,8,125
insanity,אי שפיות,8,125
inspect,"לבחון, לבדוק",8,125
insult,עלבון,8,126
insult,להעליב,8,126
integrate,לשלב,8,126
intelligence,מודיעין,8,126
intelligence,אינטליגנציה,8,126
interface,ממשק,8,126
interjection,"הערה, הפרעה לשיחה",8,126
keystone,אבן מפתח,8,126
lackluster,"העדר ברק, העדר כוח",8,126
leisure,פנאי,8,126
leisurely,"נינוח, רגוע",8,126
lucrative,ריווחי,8,126
luggage,מזוודות,8,126
luminous,"זוהר, בוהק",8,126
lurking,"אורב, מתגנב",8,126
magnitude,"גודל, חשיבות",8,126
malformation,"עיוות, פגם",8,126
manner,"התנהגות, אופן",8,126
manners,נימוס,8,126
marriage,נישואין,8,126
masculine,גברי,8,126
merit,"ערך, הישג",8,126
metal,"מתכת, מתכתי",8,126
meticulous,קפדני,8,126
migrate,להגר,8,126
mimic,לחקות,8,126
minister (,שר )בממשלה,8,126
monarch,מלך,8,126
morose,"קודר, עגמומי",8,126
muscle,שריר,8,126
mutation,מוטציה,8,127
mystery,תעלומה,8,127
narcotic,סם,8,127
neighbor,שכן,8,127
neighborhood,שכונה,8,127
noise,רעש,8,127
nuisance,מטרד,8,127
nurse,אחות,8,127
nursery,חדר ילדים,8,127
nurture,"לטפח, להזין, לחנך",8,127
obligation,התחייבות,8,127
oblige,"לחייב, להכריח",8,127
ocean,אוקיינוס,8,127
offset,לקזז,8,127
overly,יותר מידי,8,127
oversee,לפקח,8,127
overwhelm,מהמם,8,127
package,"חפיסה, חבילה",8,127
painter,צייר,8,127
painting,ציור,8,127
passion,תשוקה,8,127
path,"דרך, נתיב",8,127
patience,סבלנות,8,127
patiently,בסבלנות,8,127
patients,מטופלים,8,127
peddler,"רוכל, סוחר",8,127
penalty,קנס,8,127
people,אנשים,8,127
perpetuate,להנציח,8,127
pest (,"מטרד, מזיק )חרקים",8,127
petroleum,נפט,8,128
plague,מגפה,8,128
plentiful,"מלא, שופע",8,128
poet,משורר,8,128
polar,"קוטבי, הפוך לחלוטין",8,128
pole,מוט,8,128
pole,קוטב,8,128
poor,"עני, מסכן",8,128
poorly,בצורה גרועה,8,128
portrait,דיוקן,8,128
posterity,הדורות הבאים,8,128
pot,"סיר, קדרה",8,128
potato,תפוח אדמה,8,128
potter,קדר,8,128
praise,לשבח,8,128
prepare,התכונן,8,128
preside,לנהל,8,128
prestigious,יוקרתי,8,128
pretend,להעמיד פנים,8,128
principal,מנהל בית ספר,8,128
principle,עיקרון,8,128
principle,עיקרי,8,128
probation,תקופת מבחן,8,128
proliferate,התפשט במהירות,8,128
prolific,"פורה, שופע",8,128
prolong,מתמשך,8,128
prominent,"בולט, חשוב",8,128
prone,נוטה,8,128
proof (,"חסין, עמיד )סיומת",8,128
proof,"הוכחה, ראיה",8,128
propel,"להניע, לדחוף",8,129
proposal,הצעה,8,129
propose,להציע,8,129
propose,"להציע, להציע נישואין",8,129
proposition,הצעה,8,129
prospective,"צפוי, עתידי",8,129
punish,להעניש,8,129
readily,ללא קושי,8,129
readiness,מוכנות,8,129
realize,הבין,8,129
rearing,"גידול, טיפוח",8,129
reassurance,"הבטחה, הרגעה",8,129
reborn,נולד מחדש,8,129
recall,להיזכר,8,129
recall,"להחזיר, להשיב צלצול",8,129
recruitment,גיוס,8,129
reliable,"אמין, שניתן לסמוך עליו",8,129
relic,"שארית, שריד",8,129
relieve,להקהל,8,129
remedy,תרופה,8,129
reorganize,לארגן מחדש,8,129
repelled,"דחה, הגעיל",8,129
replica,העתק מדויק,8,129
represent,"לייצג, מייצג",8,129
repressive,מדכא,8,129
reproduce,"להתרבות, לשכפל",8,129
reputation,"שם, מוניטין",8,129
resent,"להתנגד, להתרעם",8,129
reservation,שריון מקום,8,129
reservation,שמורה,8,129
reserve,לשמור,8,130
reserve,שמורה,8,130
reserve,"עתודה, מילואים",8,130
reservoir,מאגר,8,130
resigned,התפטר,8,130
respect,"כבוד, לכבד",8,130
respectfully,בכבוד,8,130
respond,"להגיב, תגובה, תשובה",8,130
responsibility,אחריות,8,130
responsible,אחראי,8,130
retirement,פרישה,8,130
retreat,"לסגת, נסיגה",8,130
revise,"לתקן, לשפר",8,130
revision,בדיקה מחדש לצורך שיפור,8,130
ridicule,ללעוג,8,130
ridiculous,מגוחך,8,130
rim,שפה,8,130
rope,חבל,8,130
rub,לשפשף,8,130
rumor,שמועה,8,130
salary,שכר,8,130
sanction,"קנס, עונש, עידוד",8,130
saw,מסור,8,130
"saw, see","ראה, לראות",8,130
seeds,זרעים,8,130
segment,"קטע, מקטע",8,130
self-confidence,בטחון -עצמי,8,130
self-indulgence,סיפוק -עצמי,8,130
sequel,המשך,8,130
sequence,רצף,8,130
shatter,"לנפץ, להרוס, לקעקע",8,131
shell,"קליפה, מעטפת",8,131
shell,פגז,8,131
shelter,מקלט,8,131
shield,"מגן, להגן",8,131
signature,חתימה,8,131
silent,"דומם, שקט",8,131
silently,בשקט,8,131
slant,"אלכסון, נטייה",8,131
slate,להכניס מישהו לרשימה,8,131
slate,"רעף, לוח",8,131
slaughter,"לטבוח, לשחוט, ֶט ַבח",8,131
slave,עבד,8,131
slavery,עבדות,8,131
slender,רזה,8,131
slope,"שיפוע, מדרון",8,131
snicker,גיחוך,8,131
soldier,חייל,8,131
solitary,מבודד,8,131
solve,לפתור,8,131
soul,נשמה,8,131
sound,קול,8,131
sound,בריא,8,131
special,מיוחד,8,131
spike,יתד,8,131
splendor,פאר,8,131
spotlight,זרקור,8,131
stage,"במה, לביים",8,131
starve,לרעוב,8,131
store,"חנות, לאחסן",8,131
store,לאחסן,8,132
stress,להדגיש,8,132
stress,"מתח, לחץ, מצוקה",8,132
strict,נוקשה,8,132
stubborn,עקשן,8,132
subsequent,עוקב,8,132
supplement,תוסף,8,132
supply,אספקה,8,132
susceptible,רגישות,8,132
suspend,להשעות,8,132
suspense,"השהיה, מתח",8,132
tact,טקט,8,132
tension,מתח,8,132
testify,להעיד,8,132
texture,"מרקם, טקסטורה",8,132
tie,עניבה,8,132
tie,"לקשור, קשר",8,132
timber,עץ,8,132
tomb,קבר,8,132
trait,תכונה,8,132
tranquilize,"להרגיע, להרדים",8,132
transaction,עסקה,8,132
transcend,להתעלות,8,132
transition,"מעבר, שינוי",8,132
transparent,שקוף,8,132
transport,הובלה,8,132
transport,להוביל,8,132
transportation,תחבורה,8,132
unconventional,לא שיגרתי,8,132
underestimate,"הערכה נמוכה, לזלזל",8,132
vacant,"פנוי, ריק",8,133
veteran,"חייל משוחרר, יוצא צבא",8,133
veteran,ותיק,8,133
virtue,מעלה,8,133
vital,חיוני,8,133
vivid,"חד, בהיר, ססגוני, שופע",8,133
vulnerable,פגיעות,8,133
warn,להזהיר,8,133
warning,אזהרה,8,133
weaken,להחליש,8,133
withdraw,"לסגת, לפרוש",8,133
witness,"עד, להעיד",8,133
worry,"דאגה, לדאוג",8,133
zoo,גן חיות,8,133
abhor,"לשנוא, לתעב",9,134
adolescence,גיל ההתבגרות,9,134
agency,סוכנות,9,134
apathetic,אדיש,9,134
apathy,"אפאתיה, אדישות",9,134
appease,לפייס,9,134
appetite,"תיאבון, רצון עז",9,134
applaud,"מחא כפיים, הריע",9,134
arable,מתאים לעיבוד,9,134
attorney,עורך -דין,9,134
aura,הילה,9,134
awe,יראת כבוד,9,134
awkward,מגושם,9,134
awkward,"מוזר, מביך",9,134
bail,"ערבות, לשחרר בערבות",9,134
bald,קרח,9,134
bargain,"מציאה, עסקה",9,134
bargain,להתמקח,9,134
barn,אסם,9,134
basin,"אגן, כיור",9,134
beard,זקן,9,134
beast,"חיה, מפלצת",9,134
beat,"מכה, להכות",9,134
beat,מקצב,9,134
behind,ישבן,9,134
biblical,"תנ""כי",9,134
bland,תפל,9,134
blink,למצמץ,9,135
bond,קשר,9,135
breed,"להרביע, להפרות",9,135
breed,"מין, גזע",9,135
burglar,פורץ,9,135
butcher,קצב,9,135
butcher,לשחוט,9,135
cavity,חור,9,135
celebrate,לחגוג,9,135
charm,קסם,9,135
cheat,"לרמות, לבגוד",9,135
clash,התנגשות,9,135
cliff,צוק,9,135
cloak,"מסווה, להסוות",9,135
coma,תרדמת,9,135
comic (,קומי )מהמילה קומדיה,9,135
cosmopolitan,אוניברסלי,9,135
cough,"שיעול, להשתעל",9,135
course,קורס,9,135
course,מנה,9,135
course,מסלול,9,135
cousin,בן -דוד,9,135
cripple,להטיל מום,9,135
croak,קרקור,9,135
crop,לקצץ,9,135
crop,יבול,9,135
crowd,להצטופף,9,135
crowd,קהל,9,135
curtain,וילון,9,135
dagger,פגיון,9,135
dairy,מחלבה,9,136
dandy,גנדרני,9,136
decorate,לקשט,9,136
decorative,"קישוטי, דקורטיבי",9,136
deer,איל,9,136
demented,"משוגע, מטורף",9,136
densely,בצפיפות,9,136
density,צפיפות,9,136
depict,"לתאר, להציג, לשרטט",9,136
derision,לעג,9,136
detail,"פרט, לפרט",9,136
detrimental,מזיק,9,136
devastated,"הרוס, מפורק",9,136
diet,"דיאטה, תזונה",9,136
dim,לעמעמם,9,136
disarmament,פירוק מנשק,9,136
discord,"סכסוך, מחלוקת, צרימה",9,136
disgust,"גועל, להגעיל",9,136
dissect,"לנתח, לבתר",9,136
dissection,"חיתוך, ביתור",9,136
disuse,חוסר שימוש,9,136
dose,"מנה, מינון",9,136
double standard,מוסר כפול,9,136
draft,גיוס,9,136
draft,טיוטה,9,136
draft,משיכה,9,136
draft,רוח פרצים,9,136
drag,לגרור,9,136
dread,"פחד, לפחד",9,136
drench,"להרטיב, להספיג",9,136
drip,לטפטף,9,137
dull,סתום,9,137
dull,עמום,9,137
dull,משעמם,9,137
dump,לשפוך,9,137
dwell,להתגורר,9,137
dwelling,"משכן, בית",9,137
dye,"צבע, לצבוע",9,137
East,מזרח,9,137
eccentric,"מוזר, אקסצנטרי",9,137
ecological,אקולוגי,9,137
elastic,"גמיש, אלסטי, גומיה",9,137
elderly,זקן,9,137
embalm,"לחנוט, לשמר",9,137
embarrass,להביך,9,137
embitter,גורם התמרמרות,9,137
emit,"לפלוט, להוציא",9,137
empathy,"הזדהות, אמפתיה",9,137
emphasize,להדגיש,9,137
enchant,"לכשף, להקסים",9,137
encroach,"להסיג גבול, לפלוש",9,137
engine,מנוע,9,137
engineer,"מהנדס, להנדס",9,137
enrich,להעשיר,9,137
enroll,להירשם,9,137
ensue,נבע,9,137
enthusiasm,התלהבות,9,137
envious,קנאי,9,137
envy,"קנאה, לקנא",9,137
epitomize,"לייצג, לאפיין",9,137
erosion,"סחף, כרסום",9,138
erroneous,שגוי,9,138
evocative,"מעורר, מעלה, מזכיר",9,138
exhale,לנשוף,9,138
exhibit,"להציג, מוצג",9,138
exhibition,תערוכה,9,138
exile,"להגלות, לגרש",9,138
expand,להרחיב,9,138
expansion,התפתחות,9,138
expatriate,"להגלות, לגרש",9,138
expel,"להשעות, להרחיק",9,138
explode,להתפוצץ,9,138
extortion,סחיטה,9,138
extraordinary,בלתי רגיל,9,138
extrapolate,לאמוד על סמך מידע קיים,9,138
faint,קלוש,9,138
faint,להתעלף,9,138
famine,רעב קשה,9,138
famous,מפורסם,9,138
fatigue,לעייף,9,138
fatigue,"עייפות, תשישות",9,138
fault,אשמה,9,138
fault,"פגם, תקלה",9,138
faulty,"לקוי, לא תקין",9,138
fever (,חום )של מחלה,9,138
flavor,לתבל,9,138
flavor,טעם,9,138
"flee, fled","להימלט, נמלט",9,138
flip,להפוך צד,9,138
flip,סלטה,9,138
flip,"לזרוק, להעיף",9,139
flow,זרם,9,139
focus,"להתמקד, מיקוד",9,139
forgettable,שאפשר לשכוח אותו,9,139
foster,"אומן, מאומץ",9,139
fraction,שבר,9,139
fracture,שבר,9,139
fraud,"מרמה, הונאה",9,139
frequency,"תדר, תדירות",9,139
frequent,"תדיר, שכיח",9,139
frightening,מפחיד,9,139
fringes,שוליים,9,139
frugal,חסכני,9,139
frustration,תסכול,9,139
fuel,דלק,9,139
fume,"אדים, עשן",9,139
fungus,פטרת,9,139
fur,פרווה,9,139
fury,זעם,9,139
gamble,הימר,9,139
gene (,גן )תורשתי,9,139
genesis,ספר בראשית,9,139
genesis,"היווצרות, התהוות",9,139
genetic,"תורשתי, גנטי",9,139
genial,ידידותי,9,139
glance,מבט חטוף,9,139
glitch,"תקלה, הפרעה",9,139
glorify,להאדיר,9,139
grace,"חסד, חינניות",9,139
gracious,"חינני, אדיב",9,139
grain,"גרעין, לטחון",9,140
grain,תבואה,9,140
hike,"הליכה, טיול",9,140
hobby,תחביב,9,140
humiliate,להשפיל,9,140
humility,ענוה,9,140
ice cream,גלידה,9,140
iceberg,קרחון,9,140
icicle,נטיף קרח,9,140
indigenous,"ילידים, מולד",9,140
inflammation,דלקת,9,140
inflate,לנפח,9,140
infraction,עבירה,9,140
ingest,להכניס משהו לגוף דרך הפה,9,140
ingredients,מרכיבים,9,140
injure,לפצוע,9,140
insect,חרק,9,140
installation,התקנה,9,140
instant,בהרף עין,9,140
instant,מיידי,9,140
instill,"להחדיר, להשריש",9,140
insulate,לבודד,9,140
insurrection,התקוממות,9,140
intact,ללא פגע,9,140
intermediary,"מתווך, אמצעי",9,140
interminable,נצחי,9,140
intimidate,להפחיד,9,140
intrusive,פולשני,9,140
invariably,ללא שינוי,9,140
ironic,אירוני,9,140
jagged,משונן,9,141
journey,מסע,9,141
joyous,"שמח, עליז",9,141
keep,לשמור,9,141
keep,חלק מהמצודה,9,141
kick,"לבעוט, בעיטה",9,141
knees,ברכיים,9,141
knot,קשר,9,141
lamentable,"מצער, מעציב",9,141
laugh,לצחוק,9,141
lend,"להלוות, להשאיל",9,141
liberal,"ליברלי, מתירני",9,141
library,ספריה,9,141
limb,קצה,9,141
limb,"גף, איבר",9,141
limber,גמיש,9,141
lineage,"ייחוס, שושלת",9,141
linger,"להתעכב, להשתהות",9,141
link,"קישור, לקשר, חוליה",9,141
lodge,"להתאכסן, אכסנייה",9,141
log,בול עץ,9,141
log,"יומן, לתעד ביומן",9,141
lone,"בודד, יחיד",9,141
loneliness,בדידות,9,141
lumber,גזע עץ,9,141
maximize,למקסם,9,141
maze,מבוך,9,141
mechanize,"למכן, להתקין מכונות",9,141
media,"מדיה, תקשורת",9,141
Mediterranean,ים תיכוני,9,141
memorial,"מצבה, תזכיר",9,142
memorize,"לשנן, לזכור בעל -פה",9,142
memory,"זיכרון, לזכר",9,142
mental,נפשי,9,142
mention,"להזכיר, לאזכר",9,142
mentor,מדריך רוחני,9,142
mercy,רחמים,9,142
midair,באוויר,9,142
minimize,למזער,9,142
mirror,מראה,9,142
misbehave,להתנהג בצורה לא הולמת,9,142
mischief,"נזק, מעשה קונדס",9,142
miss,להתגעגע,9,142
miss,לפספס,9,142
misty,מעורפל,9,142
mix,"לערבב, ערבוב",9,142
monitor,"להשגיח, מוניטור",9,142
monument,אנדרטה,9,142
motif,מוטיב,9,142
mountain,הר,9,142
mountainside,מדרון,9,142
mountaintop,פסגת הר,9,142
mourning,"אבל, מתאבל",9,142
narration,קריינות,9,142
naval,ימי,9,142
neck,צוואר,9,142
nest,"קן, לקונן",9,142
norm,"נורמה, תקן",9,142
North,צפון,9,142
nose,"אף, חרטום",9,142
nowadays,כיום,9,143
numb,"רדום, חסר תחושה",9,143
obsession,"אובססיה, דיבוק",9,143
odor,"ריח, ניחוח",9,143
old-fashioned,מיושן,9,143
outweigh -,"עולה על, שוקל יותר מ",9,143
owe,להיות חייב,9,143
oxygen,חמצן,9,143
palm,כף יד,9,143
palm,דקל,9,143
pardon,"סליחה, לסלוח",9,143
pardon,"לחון, חנינה",9,143
peek,להציץ,9,143
petty,"קטן, חסר חשיבות",9,143
petty,קטנוני,9,143
phobia,"פוביה, פחד כרוני",9,143
pivot,"ציר, לסובב על ציר",9,143
plate,"צלחת, לוח",9,143
plead,"לעתור, להתחנן",9,143
pleasure,"תענוג, לענג",9,143
pledge,להתחייב,9,143
plight,"צרה, סכנה",9,143
plunge,טבילה,9,143
poignant,"חריף, נוקב",9,143
poisonous,רעיל,9,143
polish,פולני,9,143
polish,"להבריק, לצחצח",9,143
polite,מנומס,9,143
portray,"לתאר, לצייר",9,143
precious,יקר,9,143
predominantly,באופן ניכר,9,144
prey,"טרף, לטרוף",9,144
prize,פרס,9,144
probe,"לחטט, לברר, לגשש",9,144
proverb,"פתגם, אמרה",9,144
pupil,תלמיד,9,144
purchase,"לקנות, לרכוש",9,144
puzzle,"חידה, פאזל",9,144
puzzled,מבולבל,9,144
quake,רעד,9,144
quench,"לספק, להרוות",9,144
rage,זעם,9,144
raid,פשיטה,9,144
reap,לקצור,9,144
rebel,מורד,9,144
rebellion,מרד,9,144
rebellious,"סורר, מרדני",9,144
recipe,מתכון,9,144
recipient,נמען,9,144
reciprocal (,מספר הופכי )במתמטיקה,9,144
reciprocate,הדדי,9,144
recreation,בילוי,9,144
refund,החזר,9,144
regret,"להתחרט, חרטה",9,144
regulate,לווסת,9,144
rehabilitation,שיקום,9,144
relegated,הורד בדרגה,9,144
resort,אתר נופש,9,144
resort,לנקוט באמצעים,9,144
revitalize,להחיות,9,144
revived,"קם לתחייה, התחדש",9,145
revolt,מרד,9,145
revolution,מהפכה,9,145
rhythm,ֶקֶצב,9,145
root,שורש,9,145
rotary,נע על ציר סיבובי,9,145
rubber,גומי,9,145
sailor,ימאי,9,145
salvation,"ישועה, גאולה",9,145
saturated,רווי,9,145
scale,"סולם, סקלה",9,145
scale,"לעלות, לטפס",9,145
scale,מאזניים,9,145
scales (,קשקשים )של דג,9,145
scan,"סריקה, לסרוק",9,145
scorn,"לבוז, לזלזל, מנודה",9,145
scrutinize,"בדק, בחן",9,145
sculpture,פסל,9,145
sedative,"סם הרגעה, משכך",9,145
segregation,הפרדה,9,145
seizure,התקף,9,145
separately,בנפרד,9,145
separation,הפרדה,9,145
shrink,"לכווץ ,כיווץ",9,145
shroud,"תכריך, עטיפה",9,145
sin,חטא,9,145
sincerity,כנות,9,145
situation,"מצב, סיטואציה",9,145
slaughterhouse,בית מטבחיים,9,145
sober,פיכח,9,145
solely,"בלבד, רק",9,146
sperm,זרע,9,146
spewing,להזרים,9,146
spice,"תבלין, לתבל",9,146
spicy,פיקנטי,9,146
spray,"לרסס, לפזר",9,146
stain,כתם,9,146
stamp,"בול, חותמת",9,146
step,"צעד, לצעוד",9,146
storm,סערה,9,146
straighten,ליישר,9,146
study,מחקר,9,146
study,חדר עבודה,9,146
stunned,"נדהם, היה המום",9,146
substance,"חומר, תוכן",9,146
suggest,להציע,9,146
suicide,התאבדות,9,146
summits,פסגות,9,146
surgery,ניתוח,9,146
surpass,"להצטיין, לעלות על",9,146
surrender,להיכנע,9,146
surveillance,מעקב,9,146
survival,הישרדות,9,146
